560000,0.000720,ns
587700,0.050580,ns
615400,0.074214,ns
643100,0.074024,ns
670800,0.085886,ns
698500,0.092918,ns
726200,0.092918,ns
753900,0.092548,ns
781600,0.094798,ns
809300,0.097789,ns
837000,0.055100,ns
864700,0.036377,ns
892400,0.034036,ns
920100,0.026265,ns
947800,0.019244,ns
975500,0.017353,ns
1003200,0.016163,ns
1030900,0.016803,ns
1058600,0.016203,ns
1086300,0.004371,ns
1114000,0.000060,ns
1141700,0.000040,ns
1169400,0.000040,ns
1197100,0.000080,ns
1224800,0.000030,ns
1252500,0.000010,ns
1280200,0.000070,ns
1307900,0.000020,ns
1335600,0.000040,ns
1363300,0.000020,ns
1391000,0.000020,ns
1418700,0,ns
1446400,0.000060,ns
1474100,0.000030,ns
1501800,0.000030,ns
1529500,0.000040,ns
1557200,0.000030,ns
1584900,0.000010,ns
1612600,0.000010,ns
1640300,0,ns
1668000,0.000030,ns
1695700,0.000090,ns
1723400,0.000060,ns
1751100,0.000020,ns
1778800,0.000040,ns
1806500,0.000040,ns
1834200,0.000080,ns
1861900,0.000050,ns
1889600,0.000040,ns
1917300,0.000080,ns
1945000,0.000060,ns
1972700,0.000100,ns
2000400,0.000030,ns
2028100,0.000030,ns
2055800,0.000040,ns
2083500,0.000020,ns
2111200,0.000020,ns
2138900,0.000020,ns
2166600,0.000010,ns
2194300,0,ns
2222000,0.000010,ns
2249700,0.000020,ns
2277400,0.000020,ns
2305100,0.000020,ns
2332800,0,ns
2360500,0,ns
2388200,0.000010,ns
2415900,0.000010,ns
2443600,0.000010,ns
2471300,0,ns
2499000,0.000010,ns
2526700,0,ns
2554400,0.000010,ns
2582100,0.000010,ns
2609800,0.000020,ns
2637500,0,ns
2665200,0.000010,ns
2692900,0,ns
2720600,0.000010,ns
2748300,0,ns
2776000,0,ns
2803700,0,ns
2831400,0,ns
2859100,0,ns
2886800,0.000010,ns
2914500,0,ns
2942200,0,ns
2969900,0,ns
2997600,0,ns
3025300,0,ns
3053000,0,ns
3080700,0,ns
3108400,0,ns
3136100,0,ns
3163800,0,ns
3191500,0,ns
3219200,0,ns
3246900,0,ns
3274600,0,ns
3302300,0.000010,ns
3330000,0,ns
